origin,destination,date,airline,departure_time,arrival_time,duration,stops,price
Colombo,Dubai,2026-04-02,Air Arabia,"3:10 AM
 – 
6:00 AM",3:10 AM,,Nonstop,$450
Colombo,Dubai,2026-04-02,flydubaiEmirates,"2:05 AM
 – 
5:15 AM",2:05 AM,,Nonstop,$505
Colombo,Dubai,2026-04-02,flydubaiEmirates,"9:10 AM
 – 
12:20 PM",9:10 AM,,Nonstop,$505
Colombo,Dubai,2026-04-02,Emirates,"10:05 AM
 – 
12:55 PM",10:05 AM,,Nonstop,$581
Colombo,Dubai,2026-04-02,Emirates,"10:05 PM
 – 
12:55 AM+1",10:05 PM,,Nonstop,$581
Colombo,Dubai,2026-04-02,Air Arabia,"5:20 AM
 – 
8:10 AM",5:20 AM,,Nonstop,"$1,035"
Colombo,Dubai,2026-04-03,Air Arabia,"5:20 AM
 – 
8:10 AM",5:20 AM,,Nonstop,$340
Colombo,Dubai,2026-04-03,flydubaiEmirates,"5:35 PM
 – 
8:45 PM",5:35 PM,,Nonstop,$410
Colombo,Dubai,2026-04-03,SriLankan,"6:30 PM
 – 
9:40 PM",6:30 PM,,Nonstop,$413
Colombo,Dubai,2026-04-03,Emirates,"10:05 PM
 – 
12:55 AM+1",10:05 PM,,Nonstop,$417
Colombo,Dubai,2026-04-03,Air Arabia,"3:10 AM
 – 
6:00 AM",3:10 AM,,Nonstop,$340
Colombo,Dubai,2026-04-03,Air Arabia,"3:05 PM
 – 
5:55 PM",3:05 PM,,Nonstop,$340
Colombo,Dubai,2026-04-03,Air India,"4:00 PM
 – 
10:00 AM+1",4:00 PM,,1 stop,$403
Colombo,Dubai,2026-04-03,SriLankan,"1:50 PM
 – 
5:00 PM",1:50 PM,,Nonstop,$458
Colombo,Dubai,2026-04-03,flydubaiEmirates,"9:10 AM
 – 
12:20 PM",9:10 AM,,Nonstop,$478
Colombo,Dubai,2026-04-03,flydubaiEmirates,"2:05 AM
 – 
5:15 AM",2:05 AM,,Nonstop,$505
Colombo,Dubai,2026-04-03,Emirates,"2:55 AM
 – 
5:50 AM",2:55 AM,,Nonstop,$530
Colombo,Dubai,2026-04-03,Emirates,"10:05 AM
 – 
12:55 PM",10:05 AM,,Nonstop,$581
Colombo,Dubai,2026-04-03,"SriLankan, Austrian, Eurowings","6:55 PM
 – 
3:30 PM+2",6:55 PM,,3 stops,"$4,553"
Colombo,Dubai,2026-04-04,Air Arabia,"5:20 AM
 – 
8:10 AM",5:20 AM,,Nonstop,$340
Colombo,Dubai,2026-04-04,SriLankan,"6:30 PM
 – 
9:40 PM",6:30 PM,,Nonstop,$436
Colombo,Dubai,2026-04-04,FitsAir,"6:55 PM
 – 
10:15 PM",6:55 PM,,Nonstop,$438
Colombo,Dubai,2026-04-04,Emirates,"2:55 AM
 – 
5:50 AM",2:55 AM,,Nonstop,$459
Colombo,Dubai,2026-04-04,flydubaiEmirates,"9:10 AM
 – 
12:20 PM",9:10 AM,,Nonstop,$478
Colombo,Dubai,2026-04-04,Air Arabia,"3:05 PM
 – 
5:55 PM",3:05 PM,,Nonstop,$340
Colombo,Dubai,2026-04-04,Air India,"4:00 PM
 – 
9:55 PM",4:00 PM,,1 stop,$422
Colombo,Dubai,2026-04-04,flydubaiEmirates,"5:35 PM
 – 
8:45 PM",5:35 PM,,Nonstop,$444
Colombo,Dubai,2026-04-04,Air Arabia,"3:10 AM
 – 
6:00 AM",3:10 AM,,Nonstop,$467
Colombo,Dubai,2026-04-04,flydubaiEmirates,"2:05 AM
 – 
5:15 AM",2:05 AM,,Nonstop,$478
Colombo,Dubai,2026-04-04,Emirates,"10:05 PM
 – 
12:55 AM+1",10:05 PM,,Nonstop,$498
Colombo,Dubai,2026-04-04,Emirates,"10:05 AM
 – 
12:55 PM",10:05 AM,,Nonstop,$599
Colombo,Dubai,2026-04-04,"Gulf Air, Austrian, Eurowings","5:20 PM
 – 
6:40 AM+2",5:20 PM,,3 stops,"$4,630"
Colombo,Dubai,2026-04-05,Air Arabia,"3:05 PM
 – 
5:55 PM",3:05 PM,,Nonstop,$340
Colombo,Dubai,2026-04-05,Emirates,"8:35 PM
 – 
1:55 AM+1",8:35 PM,,1 stop,$434
Colombo,Dubai,2026-04-05,flydubaiEmirates,"9:10 AM
 – 
12:20 PM",9:10 AM,,Nonstop,$444
Colombo,Dubai,2026-04-05,Emirates,"2:55 AM
 – 
5:50 AM",2:55 AM,,Nonstop,$459
Colombo,Dubai,2026-04-05,SriLankan,"6:30 PM
 – 
9:40 PM",6:30 PM,,Nonstop,$489
Colombo,Dubai,2026-04-05,Air Arabia,"5:20 AM
 – 
8:10 AM",5:20 AM,,Nonstop,$354
Colombo,Dubai,2026-04-05,flydubaiEmirates,"5:35 PM
 – 
8:45 PM",5:35 PM,,Nonstop,$444
Colombo,Dubai,2026-04-05,Emirates,"10:05 PM
 – 
12:55 AM+1",10:05 PM,,Nonstop,$459
Colombo,Dubai,2026-04-05,Emirates,"10:05 AM
 – 
12:55 PM",10:05 AM,,Nonstop,$498
Colombo,Dubai,2026-04-05,SriLankan,"1:50 PM
 – 
5:00 PM",1:50 PM,,Nonstop,$547
Colombo,Dubai,2026-04-05,flydubaiEmirates,"2:05 AM
 – 
5:15 AM",2:05 AM,,Nonstop,$548
Colombo,Dubai,2026-04-05,Air Arabia,"3:10 AM
 – 
6:00 AM",3:10 AM,,Nonstop,$621
Colombo,Dubai,2026-04-05,"Gulf Air, Austrian, Eurowings","5:20 PM
 – 
3:30 PM+2",5:20 PM,,3 stops,"$4,779"
Colombo,Dubai,2026-04-05,"Gulf Air, Austrian, Eurowings","5:20 PM
 – 
3:30 PM+2",5:20 PM,,3 stops,"$4,779"
Colombo,Dubai,2026-04-06,Air Arabia,"5:20 AM
 – 
8:10 AM",5:20 AM,,Nonstop,$340
Colombo,Dubai,2026-04-06,flydubaiEmirates,"5:35 PM
 – 
8:45 PM",5:35 PM,,Nonstop,$410
Colombo,Dubai,2026-04-06,Emirates,"10:05 PM
 – 
12:55 AM+1",10:05 PM,,Nonstop,$429
Colombo,Dubai,2026-04-06,SriLankan,"6:30 PM
 – 
9:40 PM",6:30 PM,,Nonstop,$443
Colombo,Dubai,2026-04-06,Air Arabia,"3:10 AM
 – 
6:00 AM",3:10 AM,,Nonstop,$340
Colombo,Dubai,2026-04-06,Air Arabia,"3:05 PM
 – 
5:55 PM",3:05 PM,,Nonstop,$340
Colombo,Dubai,2026-04-06,Air India,"5:05 PM
 – 
8:40 AM+1",5:05 PM,,1 stop,$423
Colombo,Dubai,2026-04-06,Emirates,"2:55 AM
 – 
5:50 AM",2:55 AM,,Nonstop,$454
Colombo,Dubai,2026-04-06,Emirates,"10:05 AM
 – 
12:55 PM",10:05 AM,,Nonstop,$454
Colombo,Dubai,2026-04-06,flydubaiEmirates,"2:05 AM
 – 
5:15 AM",2:05 AM,,Nonstop,$478
Colombo,Dubai,2026-04-06,flydubaiEmirates,"9:10 AM
 – 
12:20 PM",9:10 AM,,Nonstop,$478
Colombo,Dubai,2026-04-06,"Gulf Air, Austrian, Eurowings","5:20 PM
 – 
6:40 AM+2",5:20 PM,,3 stops,"$4,776"
Colombo,Dubai,2026-04-07,Air Arabia,"5:20 AM
 – 
8:10 AM",5:20 AM,,Nonstop,$340
Colombo,Dubai,2026-04-07,Air Arabia,"3:05 PM
 – 
5:55 PM",3:05 PM,,Nonstop,$340
Colombo,Dubai,2026-04-07,Emirates,"2:55 AM
 – 
5:50 AM",2:55 AM,,Nonstop,$422
Colombo,Dubai,2026-04-07,Air India,"4:00 PM
 – 
10:00 AM+1",4:00 PM,,1 stop,$405
Colombo,Dubai,2026-04-07,flydubaiEmirates,"11:15 AM
 – 
4:40 PM",11:15 AM,,1 stop,$410
Colombo,Dubai,2026-04-07,flydubaiEmirates,"5:35 PM
 – 
8:45 PM",5:35 PM,,Nonstop,$410
Colombo,Dubai,2026-04-07,Emirates,"10:05 PM
 – 
12:55 AM+1",10:05 PM,,Nonstop,$434
Colombo,Dubai,2026-04-07,Emirates,"10:05 AM
 – 
12:55 PM",10:05 AM,,Nonstop,$459
Colombo,Dubai,2026-04-07,flydubaiEmirates,"2:05 AM
 – 
5:15 AM",2:05 AM,,Nonstop,$478
Colombo,Dubai,2026-04-07,flydubaiEmirates,"9:10 AM
 – 
12:20 PM",9:10 AM,,Nonstop,$478
Colombo,Dubai,2026-04-07,SriLankan,"6:30 PM
 – 
9:40 PM",6:30 PM,,Nonstop,$489
Colombo,Dubai,2026-04-07,SriLankan,"3:00 PM
 – 
6:10 PM",3:00 PM,,Nonstop,$532
Colombo,Dubai,2026-04-07,Air Arabia,"3:10 AM
 – 
6:00 AM",3:10 AM,,Nonstop,$641
Colombo,Dubai,2026-04-08,Air Arabia,"3:10 AM
 – 
6:00 AM",3:10 AM,,Nonstop,$354
Colombo,Dubai,2026-04-08,flydubaiEmirates,"2:05 AM
 – 
5:15 AM",2:05 AM,,Nonstop,$410
Colombo,Dubai,2026-04-08,SriLankan,"6:30 PM
 – 
9:40 PM",6:30 PM,,Nonstop,$433
Colombo,Dubai,2026-04-08,Emirates,"2:55 AM
 – 
5:50 AM",2:55 AM,,Nonstop,$434
Colombo,Dubai,2026-04-08,Air Arabia,"5:20 AM
 – 
8:10 AM",5:20 AM,,Nonstop,$395
Colombo,Dubai,2026-04-08,flydubaiEmirates,"7:15 PM
 – 
10:30 PM",7:15 PM,,Nonstop,$410
Colombo,Dubai,2026-04-08,Air India,"9:40 AM
 – 
5:55 PM",9:40 AM,,1 stop,$423
Colombo,Dubai,2026-04-08,SriLankan,"1:50 PM
 – 
5:00 PM",1:50 PM,,Nonstop,$446
Colombo,Dubai,2026-04-08,Emirates,"10:05 AM
 – 
12:55 PM",10:05 AM,,Nonstop,$459
Colombo,Dubai,2026-04-08,flydubaiEmirates,"9:10 AM
 – 
12:20 PM",9:10 AM,,Nonstop,$478
Colombo,Dubai,2026-04-08,Emirates,"10:05 PM
 – 
12:55 AM+1",10:05 PM,,Nonstop,$484
Colombo,Dubai,2026-04-08,"Gulf Air, Austrian, Eurowings","5:20 PM
 – 
6:40 AM+2",5:20 PM,,3 stops,"$4,800"
Colombo,Dubai,2026-04-09,Air Arabia,"3:05 PM
 – 
5:55 PM",3:05 PM,,Nonstop,$338
Colombo,Dubai,2026-04-09,Air Arabia,"5:20 AM
 – 
8:10 AM",5:20 AM,,Nonstop,$363
Colombo,Dubai,2026-04-09,Emirates,"2:55 AM
 – 
5:50 AM",2:55 AM,,Nonstop,$429
Colombo,Dubai,2026-04-09,Air India,"8:00 AM
 – 
7:05 PM",8:00 AM,,1 stop,$403
Colombo,Dubai,2026-04-09,flydubaiEmirates,"11:15 AM
 – 
4:40 PM",11:15 AM,,1 stop,$410
Colombo,Dubai,2026-04-09,Emirates,"10:05 AM
 – 
12:55 PM",10:05 AM,,Nonstop,$454
Colombo,Dubai,2026-04-09,Emirates,"10:05 PM
 – 
12:55 AM+1",10:05 PM,,Nonstop,$454
Colombo,Dubai,2026-04-09,flydubaiEmirates,"2:05 AM
 – 
5:15 AM",2:05 AM,,Nonstop,$478
Colombo,Dubai,2026-04-09,flydubaiEmirates,"9:10 AM
 – 
12:20 PM",9:10 AM,,Nonstop,$478
Colombo,Dubai,2026-04-09,flydubaiEmirates,"5:35 PM
 – 
8:45 PM",5:35 PM,,Nonstop,$478
Colombo,Dubai,2026-04-09,Air Arabia,"3:10 AM
 – 
6:00 AM",3:10 AM,,Nonstop,$496
Colombo,Dubai,2026-04-09,SriLankan,"6:30 PM
 – 
9:40 PM",6:30 PM,,Nonstop,$512
Colombo,Dubai,2026-04-10,Air Arabia,"3:05 PM
 – 
5:55 PM",3:05 PM,,Nonstop,$340
Colombo,Dubai,2026-04-10,flydubaiEmirates,"5:35 PM
 – 
8:45 PM",5:35 PM,,Nonstop,$410
Colombo,Dubai,2026-04-10,Emirates,"2:55 AM
 – 
5:50 AM",2:55 AM,,Nonstop,$454
Colombo,Dubai,2026-04-10,Air India,"5:05 PM
 – 
9:30 AM+1",5:05 PM,,1 stop,$403
Colombo,Dubai,2026-04-10,Emirates,"10:05 AM
 – 
12:55 PM",10:05 AM,,Nonstop,$454
Colombo,Dubai,2026-04-10,Emirates,"10:05 PM
 – 
12:55 AM+1",10:05 PM,,Nonstop,$454
Colombo,Dubai,2026-04-10,SriLankan,"1:50 PM
 – 
5:00 PM",1:50 PM,,Nonstop,$468
Colombo,Dubai,2026-04-10,SriLankan,"6:30 PM
 – 
9:40 PM",6:30 PM,,Nonstop,$468
Colombo,Dubai,2026-04-10,Air Arabia,"5:20 AM
 – 
8:10 AM",5:20 AM,,Nonstop,$513
Colombo,Dubai,2026-04-10,Air Arabia,"3:10 AM
 – 
6:00 AM",3:10 AM,,Nonstop,$528
Colombo,Dubai,2026-04-10,flydubaiEmirates,"2:05 AM
 – 
5:15 AM",2:05 AM,,Nonstop,$530
Colombo,Dubai,2026-04-10,flydubaiEmirates,"9:10 AM
 – 
12:20 PM",9:10 AM,,Nonstop,$713
Colombo,Dubai,2026-04-11,flydubaiEmirates,"5:35 PM
 – 
8:45 PM",5:35 PM,,Nonstop,$410
Colombo,Dubai,2026-04-11,Air Arabia,"5:20 AM
 – 
8:10 AM",5:20 AM,,Nonstop,$416
Colombo,Dubai,2026-04-11,Emirates,"10:05 PM
 – 
12:55 AM+1",10:05 PM,,Nonstop,$434
Colombo,Dubai,2026-04-11,SriLankan,"6:30 PM
 – 
9:40 PM",6:30 PM,,Nonstop,$436
Colombo,Dubai,2026-04-11,Air India,"4:00 PM
 – 
10:00 AM+1",4:00 PM,,1 stop,$403
Colombo,Dubai,2026-04-11,Emirates,"2:55 AM
 – 
5:50 AM",2:55 AM,,Nonstop,$459
Colombo,Dubai,2026-04-11,Emirates,"10:05 AM
 – 
12:55 PM",10:05 AM,,Nonstop,$484
Colombo,Dubai,2026-04-11,flydubaiEmirates,"2:05 AM
 – 
5:15 AM",2:05 AM,,Nonstop,$535
Colombo,Dubai,2026-04-11,Air Arabia,"3:05 PM
 – 
5:55 PM",3:05 PM,,Nonstop,$559
Colombo,Dubai,2026-04-11,Air Arabia,"3:10 AM
 – 
6:00 AM",3:10 AM,,Nonstop,$662
Colombo,Dubai,2026-04-11,flydubaiEmirates,"9:10 AM
 – 
12:20 PM",9:10 AM,,Nonstop,$713
Colombo,Dubai,2026-04-11,"Gulf Air, Austrian, Eurowings","5:20 PM
 – 
6:40 AM+2",5:20 PM,,3 stops,"$4,326"
Colombo,Dubai,2026-04-11,"Gulf Air, Austrian, Eurowings","5:20 PM
 – 
6:40 AM+2",5:20 PM,,3 stops,"$4,326"
Colombo,Dubai,2026-04-12,Air Arabia,"3:05 PM
 – 
5:55 PM",3:05 PM,,Nonstop,$340
Colombo,Dubai,2026-04-12,SriLankan,"6:30 PM
 – 
9:40 PM",6:30 PM,,Nonstop,$413
Colombo,Dubai,2026-04-12,flydubaiEmirates,"9:10 AM
 – 
12:20 PM",9:10 AM,,Nonstop,$444
Colombo,Dubai,2026-04-12,Emirates,"2:55 AM
 – 
5:50 AM",2:55 AM,,Nonstop,$459
Colombo,Dubai,2026-04-12,Air India,"4:00 PM
 – 
9:55 PM",4:00 PM,,1 stop,$403
Colombo,Dubai,2026-04-12,flydubaiEmirates,"5:35 PM
 – 
8:45 PM",5:35 PM,,Nonstop,$444
Colombo,Dubai,2026-04-12,Emirates,"10:05 PM
 – 
12:55 AM+1",10:05 PM,,Nonstop,$459
Colombo,Dubai,2026-04-12,SriLankan,"1:50 PM
 – 
5:00 PM",1:50 PM,,Nonstop,$472
Colombo,Dubai,2026-04-12,Emirates,"10:05 AM
 – 
12:55 PM",10:05 AM,,Nonstop,$484
Colombo,Dubai,2026-04-12,flydubaiEmirates,"2:05 AM
 – 
5:15 AM",2:05 AM,,Nonstop,$510
Colombo,Dubai,2026-04-12,Air Arabia,"5:20 AM
 – 
8:10 AM",5:20 AM,,Nonstop,$528
Colombo,Dubai,2026-04-12,Air Arabia,"3:10 AM
 – 
6:00 AM",3:10 AM,,Nonstop,$867
Colombo,Dubai,2026-04-13,Air Arabia,"3:10 AM
 – 
6:00 AM",3:10 AM,,Nonstop,$340
Colombo,Dubai,2026-04-13,flydubaiEmirates,"9:10 AM
 – 
12:20 PM",9:10 AM,,Nonstop,$410
Colombo,Dubai,2026-04-13,Emirates,"2:55 AM
 – 
5:50 AM",2:55 AM,,Nonstop,$417
Colombo,Dubai,2026-04-13,SriLankan,"6:30 PM
 – 
9:40 PM",6:30 PM,,Nonstop,$423
Colombo,Dubai,2026-04-13,FitsAir,"6:55 PM
 – 
10:15 PM",6:55 PM,,Nonstop,$438
Colombo,Dubai,2026-04-13,Air Arabia,"3:05 PM
 – 
5:55 PM",3:05 PM,,Nonstop,$340
Colombo,Dubai,2026-04-13,Gulf Air,"5:20 PM
 – 
3:30 AM+1",5:20 PM,,2 stops,$390
Colombo,Dubai,2026-04-13,flydubaiEmirates,"5:35 PM
 – 
8:45 PM",5:35 PM,,Nonstop,$410
Colombo,Dubai,2026-04-13,Emirates,"10:05 AM
 – 
12:55 PM",10:05 AM,,Nonstop,$429
Colombo,Dubai,2026-04-13,Emirates,"10:05 PM
 – 
12:55 AM+1",10:05 PM,,Nonstop,$429
Colombo,Dubai,2026-04-13,Air Arabia,"5:20 AM
 – 
8:10 AM",5:20 AM,,Nonstop,$467
Colombo,Dubai,2026-04-13,flydubaiEmirates,"2:05 AM
 – 
5:15 AM",2:05 AM,,Nonstop,$478
Colombo,Dubai,2026-04-13,"SriLankan, Austrian, Eurowings","6:55 PM
 – 
6:40 AM+2",6:55 PM,,3 stops,"$4,298"
Colombo,Dubai,2026-04-13,"SriLankan, Austrian, Eurowings","6:55 PM
 – 
6:40 AM+2",6:55 PM,,3 stops,"$4,298"
Colombo,Dubai,2026-04-14,Air Arabia,"5:20 AM
 – 
8:10 AM",5:20 AM,,Nonstop,$340
Colombo,Dubai,2026-04-14,Air Arabia,"3:05 PM
 – 
5:55 PM",3:05 PM,,Nonstop,$340
Colombo,Dubai,2026-04-14,Air Arabia,"3:10 AM
 – 
6:00 AM",3:10 AM,,Nonstop,$343
Colombo,Dubai,2026-04-14,FitsAir,"6:55 PM
 – 
10:15 PM",6:55 PM,,Nonstop,$376
Colombo,Dubai,2026-04-14,flydubaiEmirates,"5:35 PM
 – 
8:45 PM",5:35 PM,,Nonstop,$390
Colombo,Dubai,2026-04-14,SriLankan,"6:30 PM
 – 
9:40 PM",6:30 PM,,Nonstop,$403
Colombo,Dubai,2026-04-14,SriLankan,"3:00 PM
 – 
6:10 PM",3:00 PM,,Nonstop,$456
Colombo,Dubai,2026-04-14,Emirates,"2:55 AM
 – 
5:50 AM",2:55 AM,,Nonstop,$459
Colombo,Dubai,2026-04-14,Emirates,"10:05 PM
 – 
12:55 AM+1",10:05 PM,,Nonstop,$459
Colombo,Dubai,2026-04-14,flydubaiEmirates,"2:05 AM
 – 
5:15 AM",2:05 AM,,Nonstop,$478
Colombo,Dubai,2026-04-14,flydubaiEmirates,"9:10 AM
 – 
12:20 PM",9:10 AM,,Nonstop,$535
Colombo,Dubai,2026-04-14,Emirates,"10:05 AM
 – 
12:55 PM",10:05 AM,,Nonstop,$586
Colombo,Dubai,2026-04-15,Air Arabia,"5:20 AM
 – 
8:10 AM",5:20 AM,,Nonstop,$340
Colombo,Dubai,2026-04-15,flydubaiEmirates,"7:15 PM
 – 
10:30 PM",7:15 PM,,Nonstop,$358
Colombo,Dubai,2026-04-15,FitsAir,"6:55 PM
 – 
10:15 PM",6:55 PM,,Nonstop,$358
Colombo,Dubai,2026-04-15,Emirates,"10:05 PM
 – 
12:55 AM+1",10:05 PM,,Nonstop,$434
Colombo,Dubai,2026-04-15,Air Arabia,"3:10 AM
 – 
6:00 AM",3:10 AM,,Nonstop,$340
Colombo,Dubai,2026-04-15,flydubaiEmirates,"11:15 AM
 – 
4:40 PM",11:15 AM,,1 stop,$370
Colombo,Dubai,2026-04-15,SriLankan,"1:50 PM
 – 
5:00 PM",1:50 PM,,Nonstop,$413
Colombo,Dubai,2026-04-15,SriLankan,"6:30 PM
 – 
9:40 PM",6:30 PM,,Nonstop,$423
Colombo,Dubai,2026-04-15,Emirates,"2:55 AM
 – 
5:50 AM",2:55 AM,,Nonstop,$459
Colombo,Dubai,2026-04-15,Emirates,"10:05 AM
 – 
12:55 PM",10:05 AM,,Nonstop,$459
Colombo,Dubai,2026-04-15,flydubaiEmirates,"2:05 AM
 – 
5:15 AM",2:05 AM,,Nonstop,$478
Colombo,Dubai,2026-04-15,flydubaiEmirates,"9:10 AM
 – 
12:20 PM",9:10 AM,,Nonstop,$478
Colombo,Dubai,2026-04-15,"SriLankan, Austrian, Eurowings","6:55 PM
 – 
6:40 AM+2",6:55 PM,,3 stops,"$4,625"
Colombo,Dubai,2026-04-15,"SriLankan, Austrian, Eurowings","6:55 PM
 – 
6:40 AM+2",6:55 PM,,3 stops,"$4,625"
Colombo,Dubai,2026-04-16,Air Arabia,"3:10 AM
 – 
6:00 AM",3:10 AM,,Nonstop,$338
Colombo,Dubai,2026-04-16,Air Arabia,"5:20 AM
 – 
8:10 AM",5:20 AM,,Nonstop,$338
Colombo,Dubai,2026-04-16,flydubaiEmirates,"5:35 PM
 – 
8:45 PM",5:35 PM,,Nonstop,$358
Colombo,Dubai,2026-04-16,Air Arabia,"3:05 PM
 – 
5:55 PM",3:05 PM,,Nonstop,$338
Colombo,Dubai,2026-04-16,FitsAir,"6:55 PM
 – 
10:15 PM",6:55 PM,,Nonstop,$358
Colombo,Dubai,2026-04-16,Emirates,"8:35 PM
 – 
1:55 AM+1",8:35 PM,,1 stop,$404
Colombo,Dubai,2026-04-16,SriLankan,"6:30 PM
 – 
9:40 PM",6:30 PM,,Nonstop,$443
Colombo,Dubai,2026-04-16,Emirates,"2:55 AM
 – 
5:50 AM",2:55 AM,,Nonstop,$454
Colombo,Dubai,2026-04-16,Emirates,"10:05 AM
 – 
12:55 PM",10:05 AM,,Nonstop,$454
Colombo,Dubai,2026-04-16,Emirates,"10:05 PM
 – 
12:55 AM+1",10:05 PM,,Nonstop,$454
Colombo,Dubai,2026-04-16,flydubaiEmirates,"2:05 AM
 – 
5:15 AM",2:05 AM,,Nonstop,$478
Colombo,Dubai,2026-04-16,flydubaiEmirates,"9:10 AM
 – 
12:20 PM",9:10 AM,,Nonstop,$478
Colombo,Dubai,2026-04-17,Air Arabia,"3:10 AM
 – 
6:00 AM",3:10 AM,,Nonstop,$340
Colombo,Dubai,2026-04-17,Air Arabia,"5:20 AM
 – 
8:10 AM",5:20 AM,,Nonstop,$340
Colombo,Dubai,2026-04-17,Emirates,"2:55 AM
 – 
5:50 AM",2:55 AM,,Nonstop,$417
Colombo,Dubai,2026-04-17,Air Arabia,"3:05 PM
 – 
5:55 PM",3:05 PM,,Nonstop,$340
Colombo,Dubai,2026-04-17,flydubaiEmirates,"5:35 PM
 – 
8:45 PM",5:35 PM,,Nonstop,$370
Colombo,Dubai,2026-04-17,Air India,"4:00 PM
 – 
9:55 PM",4:00 PM,,1 stop,$403
Colombo,Dubai,2026-04-17,Emirates,"8:35 PM
 – 
1:55 AM+1",8:35 PM,,1 stop,$404
Colombo,Dubai,2026-04-17,SriLankan,"1:50 PM
 – 
5:00 PM",1:50 PM,,Nonstop,$413
Colombo,Dubai,2026-04-17,SriLankan,"6:30 PM
 – 
9:40 PM",6:30 PM,,Nonstop,$413
Colombo,Dubai,2026-04-17,Emirates,"10:05 PM
 – 
12:55 AM+1",10:05 PM,,Nonstop,$429
Colombo,Dubai,2026-04-17,flydubaiEmirates,"2:05 AM
 – 
5:15 AM",2:05 AM,,Nonstop,$444
Colombo,Dubai,2026-04-17,flydubaiEmirates,"9:10 AM
 – 
12:20 PM",9:10 AM,,Nonstop,$444
Colombo,Dubai,2026-04-17,Emirates,"10:05 AM
 – 
12:55 PM",10:05 AM,,Nonstop,$454
Colombo,Dubai,2026-04-18,Air Arabia,"5:20 AM
 – 
8:10 AM",5:20 AM,,Nonstop,$344
Colombo,Dubai,2026-04-18,FitsAir,"6:55 PM
 – 
10:15 PM",6:55 PM,,Nonstop,$376
Colombo,Dubai,2026-04-18,flydubaiEmirates,"5:35 PM
 – 
8:45 PM",5:35 PM,,Nonstop,$390
Colombo,Dubai,2026-04-18,SriLankan,"6:30 PM
 – 
9:40 PM",6:30 PM,,Nonstop,$426
Colombo,Dubai,2026-04-18,Emirates,"2:55 AM
 – 
5:50 AM",2:55 AM,,Nonstop,$459
Colombo,Dubai,2026-04-18,Air Arabia,"3:05 PM
 – 
5:55 PM",3:05 PM,,Nonstop,$340
Colombo,Dubai,2026-04-18,Air Arabia,"3:10 AM
 – 
6:00 AM",3:10 AM,,Nonstop,$354
Colombo,Dubai,2026-04-18,flydubaiEmirates,"2:05 AM
 – 
5:15 AM",2:05 AM,,Nonstop,$444
Colombo,Dubai,2026-04-18,Emirates,"10:05 PM
 – 
12:55 AM+1",10:05 PM,,Nonstop,$459
Colombo,Dubai,2026-04-18,flydubaiEmirates,"9:10 AM
 – 
12:20 PM",9:10 AM,,Nonstop,$478
Colombo,Dubai,2026-04-18,Emirates,"10:05 AM
 – 
12:55 PM",10:05 AM,,Nonstop,$586
Colombo,Dubai,2026-04-18,"SriLankan, Austrian, Eurowings","6:55 PM
 – 
6:40 AM+2",6:55 PM,,3 stops,"$4,095"
Colombo,Dubai,2026-04-19,Air Arabia,"5:20 AM
 – 
8:10 AM",5:20 AM,,Nonstop,$340
Colombo,Dubai,2026-04-19,Air Arabia,"3:05 PM
 – 
5:55 PM",3:05 PM,,Nonstop,$340
Colombo,Dubai,2026-04-19,Emirates,"10:05 PM
 – 
12:55 AM+1",10:05 PM,,Nonstop,$409
Colombo,Dubai,2026-04-19,flydubaiEmirates,"5:35 PM
 – 
8:45 PM",5:35 PM,,Nonstop,$390
Colombo,Dubai,2026-04-19,SriLankan,"1:50 PM
 – 
5:00 PM",1:50 PM,,Nonstop,$392
Colombo,Dubai,2026-04-19,SriLankan,"6:30 PM
 – 
9:40 PM",6:30 PM,,Nonstop,$392
Colombo,Dubai,2026-04-19,flydubaiEmirates,"2:05 AM
 – 
5:15 AM",2:05 AM,,Nonstop,$410
Colombo,Dubai,2026-04-19,flydubaiEmirates,"9:10 AM
 – 
12:20 PM",9:10 AM,,Nonstop,$410
Colombo,Dubai,2026-04-19,Emirates,"2:55 AM
 – 
5:50 AM",2:55 AM,,Nonstop,$422
Colombo,Dubai,2026-04-19,Emirates,"10:05 AM
 – 
12:55 PM",10:05 AM,,Nonstop,$459
Colombo,Dubai,2026-04-19,Air Arabia,"3:10 AM
 – 
6:00 AM",3:10 AM,,Nonstop,$513
Colombo,Dubai,2026-04-20,Air Arabia,"5:20 AM
 – 
8:10 AM",5:20 AM,,Nonstop,$340
Colombo,Dubai,2026-04-20,flydubaiEmirates,"5:35 PM
 – 
8:45 PM",5:35 PM,,Nonstop,$358
Colombo,Dubai,2026-04-20,FitsAir,"6:55 PM
 – 
10:15 PM",6:55 PM,,Nonstop,$358
Colombo,Dubai,2026-04-20,SriLankan,"6:30 PM
 – 
9:40 PM",6:30 PM,,Nonstop,$392
Colombo,Dubai,2026-04-20,Emirates,"2:55 AM
 – 
5:50 AM",2:55 AM,,Nonstop,$404
Colombo,Dubai,2026-04-20,Air Arabia,"3:10 AM
 – 
6:00 AM",3:10 AM,,Nonstop,$340
Colombo,Dubai,2026-04-20,Air Arabia,"3:05 PM
 – 
5:55 PM",3:05 PM,,Nonstop,$340
Colombo,Dubai,2026-04-20,flydubaiEmirates,"2:05 AM
 – 
5:15 AM",2:05 AM,,Nonstop,$410
